,name,danceability,energy,loudness,speechiness,acousticness,liveness,tempo
324,"Yo Love - From ""Queen & Slim: The Soundtrack""",0.703,0.573,-9.032,0.0724,0.565,0.0987,147.038
325,To Die For,0.483,0.361,-7.889,0.0738,0.832,0.098,171.649
326,Cyber Sex,0.917,0.657,-5.716,0.0921,0.318,0.0754,131.03
327,Won't Bite,0.807,0.783,-3.115,0.0965,0.351,0.14,127.996
328,Rules,0.664,0.724,-5.457,0.116,0.171,0.13,144.052
329,Bottom Bitch,0.696,0.825,-2.891,0.036,0.00265,0.0723,160.02
330,Say So,0.787,0.673,-4.577,0.158,0.256,0.0904,110.962
331,Talk Dirty,0.603,0.743,-5.583,0.122,0.271,0.104,168.005
332,Addiction,0.775,0.708,-6.073,0.166,0.00979,0.128,90.006
333,Shine,0.567,0.629,-6.075,0.241,0.421,0.102,112.087
334,Better Than Me,0.674,0.758,-5.379,0.0378,0.284,0.116,129.946
335,Juicy,0.786,0.652,-2.607,0.0669,0.102,0.0697,170.031
336,"Wasteland, Baby!",0.427,0.407,-9.665,0.0382,0.612,0.109,168.844
337,Golden Hour,0.611,0.555,-6.372,0.0274,0.0952,0.11,88.969
338,All Around Me,0.566,0.438,-7.564,0.0367,0.809,0.212,117.127
339,Habitual,0.764,0.443,-6.625,0.0439,0.52,0.0749,138.999
340,Come Around Me,0.648,0.681,-8.389,0.0378,0.263,0.0971,157.941
341,Intentions (feat. Quavo),0.806,0.546,-6.637,0.0575,0.3,0.102,147.986
342,Yummy,0.676,0.506,-6.652,0.0958,0.345,0.118,145.842
343,Available,0.702,0.608,-6.843,0.0359,0.0736,0.129,75.012
344,Forever (feat. Post Malone & Clever),0.825,0.483,-5.746,0.08,0.538,0.204,139.98
345,Running Over (feat. Lil Dicky),0.774,0.603,-7.319,0.0591,0.438,0.0869,149.982
346,Take It Out On Me,0.772,0.616,-4.673,0.102,0.00337,0.104,129.967
347,Second Emotion (feat. Travis Scott),0.796,0.777,-6.112,0.0567,0.0276,0.095,141.97
348,Get Me (feat. Kehlani),0.832,0.508,-6.913,0.149,0.0492,0.107,109.352
349,E.T.A.,0.465,0.494,-7.595,0.066,0.49,0.127,127.298
350,Changes,0.485,0.412,-7.766,0.042,0.738,0.12,64.062
351,Confirmation,0.438,0.315,-8.186,0.0375,0.608,0.151,190.064
352,That's What Love Is,0.639,0.437,-6.959,0.0355,0.692,0.12,147.575
353,At Least For Now,0.375,0.304,-9.897,0.0325,0.683,0.196,83.832
354,Yummy - Summer Walker Remix,0.655,0.578,-5.711,0.0534,0.311,0.109,145.869
355,Slow Burn,0.555,0.43,-9.105,0.0295,0.462,0.0869,147.613
356,Lonely Weekend,0.699,0.808,-5.926,0.0296,0.579,0.167,111.977
357,Butterflies,0.689,0.614,-6.137,0.0306,0.252,0.178,141.97
358,"Oh, What A World",0.503,0.536,-7.229,0.0259,0.642,0.111,90.966
359,Mother,0.557,0.147,-14.173,0.103,0.903,0.176,55.513
360,Love Is A Wild Thing,0.623,0.631,-7.52,0.0352,0.266,0.0931,121.973
361,Space Cowboy,0.447,0.429,-7.36,0.028,0.718,0.105,116.521
362,Happy & Sad,0.642,0.657,-5.246,0.0333,0.249,0.111,90.0
363,Velvet Elvis,0.677,0.616,-5.241,0.032,0.173,0.0427,89.988
364,Wonder Woman,0.669,0.653,-5.675,0.0269,0.11,0.0826,104.995
365,High Horse,0.725,0.674,-5.254,0.0363,0.0325,0.0531,120.057
366,Rainbow,0.581,0.197,-7.697,0.0329,0.88,0.107,130.367
367,Break My Heart Right,0.63,0.103,-11.6,0.0499,0.962,0.0915,113.61
368,Be Mine Tonight,0.754,0.658,-6.059,0.0551,0.128,0.124,116.044
369,Alone Again,0.256,0.653,-7.972,0.0544,0.0337,0.168,90.673
370,Too Late,0.642,0.87,-5.177,0.13,0.0534,0.694,120.014
371,Hardest To Love,0.489,0.611,-7.848,0.0594,0.087,0.126,80.974
372,Scared To Live,0.48,0.489,-8.29,0.0557,0.115,0.0998,87.049
373,Snowchild,0.658,0.608,-7.479,0.104,0.161,0.121,148.144
374,Escape From LA,0.405,0.524,-8.988,0.0575,0.0479,0.199,146.294
375,Heartless,0.537,0.749,-5.508,0.159,0.0226,0.156,169.963
376,Faith,0.392,0.604,-7.282,0.0718,0.61,0.144,176.021
377,Blinding Lights,0.513,0.729,-5.941,0.0597,0.00159,0.0896,170.994
378,In Your Eyes,0.666,0.72,-5.371,0.0344,0.00284,0.0735,100.016
379,Save Your Tears,0.68,0.827,-5.483,0.0309,0.0215,0.543,118.046
380,Repeat After Me (Interlude),0.361,0.611,-7.914,0.0346,0.0317,0.09,95.016
381,After Hours,0.667,0.573,-6.096,0.0295,0.0819,0.121,108.973
382,Until I Bleed Out,0.248,0.393,-9.881,0.0362,0.422,0.0855,115.186
383,Blinding Lights - Chromatics Remix,0.618,0.654,-6.091,0.0713,0.0084,0.0647,171.032
384,Save Your Tears - OPN Remix,0.676,0.855,-5.799,0.0523,0.278,0.121,118.004
385,Heartless - Vapor Wave Remix,0.59,0.724,-3.71,0.0572,0.149,0.128,75.024
386,After Hours - The Blaze Remix,0.473,0.551,-7.44,0.0582,0.412,0.0874,109.001
387,Scared To Live - SNL Live,0.261,0.637,-5.619,0.0469,0.11,0.986,88.114
388,Good News,0.794,0.32,-12.92,0.173,0.853,0.112,174.088
389,Why Don't You Love Me (feat. Demi Lovato),0.53,0.802,-6.494,0.0362,0.121,0.118,148.054
390,Golden,0.448,0.838,-5.257,0.0557,0.21,0.131,139.863
391,Watermelon Sugar,0.548,0.816,-4.209,0.0465,0.122,0.335,95.39
392,Adore You,0.676,0.771,-3.675,0.0483,0.0237,0.102,99.048
393,Lights Up,0.575,0.621,-8.165,0.032,0.0392,0.141,101.987
394,Cherry,0.53,0.512,-9.261,0.0259,0.615,0.129,95.946
395,Falling,0.567,0.267,-6.502,0.0299,0.839,0.089,110.011
396,To Be So Lonely,0.758,0.436,-7.269,0.0418,0.618,0.335,104.959
397,She,0.535,0.521,-5.942,0.0272,0.000532,0.19,140.026
398,"Sunflower, Vol. 6",0.566,0.846,-6.904,0.035,0.000564,0.121,160.02
399,Canyon Moon,0.603,0.621,-7.14,0.0267,0.328,0.119,94.022
400,Treat People With Kindness,0.653,0.869,-3.725,0.0382,0.128,0.046,122.017
401,Fine Line,0.306,0.347,-8.5,0.0334,0.172,0.0485,120.996
402,Lost In Yesterday,0.569,0.84,-4.123,0.118,0.0295,0.0995,183.059
403,Life Is Good (feat. Drake),0.676,0.609,-5.831,0.481,0.0706,0.152,142.037
404,The Box,0.896,0.586,-6.687,0.0559,0.104,0.79,116.971
405,Circles,0.61,0.0316,-15.186,0.0486,0.896,0.108,151.964
406,Complicated,0.831,0.36,-8.073,0.052,0.136,0.0703,75.014
407,Blue World,0.742,0.553,-8.98,0.419,0.389,0.0694,84.931
408,Good News,0.794,0.32,-12.92,0.173,0.853,0.112,174.088
409,I Can See,0.699,0.503,-9.922,0.0882,0.391,0.0996,114.86
410,Everybody,0.875,0.599,-9.077,0.138,0.0333,0.113,152.061
411,Woods,0.779,0.362,-10.847,0.0474,0.135,0.111,85.011
412,Hand Me Downs,0.677,0.33,-11.198,0.149,0.474,0.064,68.985
413,That's On Me,0.583,0.499,-10.086,0.0261,0.591,0.33,155.199
414,Hands,0.739,0.627,-8.608,0.171,0.0459,0.159,74.962
415,Surf,0.828,0.182,-13.066,0.166,0.754,0.15,147.279
416,Once A Day,0.762,0.054,-16.735,0.0503,0.947,0.124,96.838
417,Intro,0.738,0.657,-8.737,0.109,0.164,0.163,159.01
418,Start Wit Me (feat. Gunna),0.886,0.479,-8.054,0.334,0.077,0.135,130.029
419,Perfect Time,0.577,0.734,-8.484,0.432,0.171,0.12,94.122
420,Moonwalkin (feat. Lil Durk),0.779,0.58,-7.594,0.284,0.0178,0.15,160.243
421,Big Stepper,0.753,0.597,-8.469,0.292,0.0477,0.197,76.997
422,Gods Eyes,0.865,0.649,-8.05,0.349,0.145,0.104,113.245
423,Peta (feat. Meek Mill),0.778,0.573,-7.339,0.251,0.015,0.464,140.114
424,Boom Boom Room,0.828,0.543,-7.678,0.0865,0.452,0.15,125.989
425,Elyse's Skit,0.803,0.242,-16.513,0.925,0.965,0.628,53.297
426,High Fashion (feat. Mustard),0.831,0.499,-8.442,0.114,0.269,0.3,97.956
427,Bacc Seat (feat. Ty Dolla $ign),0.783,0.524,-6.828,0.115,0.0404,0.087,144.989
428,Roll Dice,0.876,0.443,-8.995,0.178,0.279,0.105,153.029
429,Prayers To The Trap God,0.852,0.554,-8.254,0.389,0.0815,0.118,155.961
430,Tip Toe (feat. A Boogie Wit da Hoodie),0.757,0.673,-8.513,0.141,0.095,0.338,92.958
431,War Baby,0.663,0.706,-6.97,0.329,0.337,0.113,74.836
432,Broke Bitch,0.798,0.557,-7.4,0.175,0.0186,0.124,174.006
433,Slide,0.827,0.469,-9.141,0.341,0.0807,0.207,97.028
434,10/10,0.487,0.909,-4.092,0.0994,0.302,0.0781,187.829
435,Always,0.669,0.374,-7.349,0.0385,0.777,0.326,127.938
436,Laser Lights,0.518,0.403,-9.273,0.135,0.777,0.112,82.152
437,Face to Face,0.748,0.441,-7.653,0.0622,0.592,0.176,124.107
438,Stressed Out,0.65,0.319,-9.274,0.05,0.935,0.258,84.063
439,Never Had The Balls,0.691,0.68,-7.808,0.0365,0.387,0.0508,149.974
440,Pluto Projector,0.551,0.219,-11.196,0.0285,0.707,0.118,80.978
441,Every Way,0.416,0.0994,-15.182,0.0787,0.914,0.1,76.667
442,It Gets Better,0.705,0.379,-8.488,0.0319,0.482,0.0684,121.995
443,It's Not The Same Anymore,0.665,0.317,-10.644,0.0327,0.874,0.111,117.698
444,Tough On Myself,0.533,0.591,-6.523,0.0607,0.559,0.103,132.252
445,Useless Phrases,0.655,0.677,-5.668,0.0388,0.283,0.57,114.912
446,Cheap Queen,0.704,0.502,-6.272,0.137,0.743,0.113,87.013
447,Ain't Together,0.714,0.658,-5.497,0.0315,0.267,0.176,81.553
448,Do You Wanna See Me Crying?,0.589,0.559,-8.167,0.212,0.809,0.103,129.801
449,Homegirl,0.59,0.423,-6.969,0.0301,0.355,0.156,124.874
450,Prophet,0.516,0.833,-3.046,0.108,0.116,0.0993,166.007
451,"Isabel's Moment (feat. Tobias Jesso, Jr.)",0.344,0.334,-8.235,0.0389,0.934,0.101,133.658
452,Trust Nobody,0.609,0.911,-4.219,0.0745,0.118,0.135,79.987
453,Watching My Phone,0.605,0.353,-6.855,0.0307,0.754,0.0879,119.485
454,You Destroyed My Heart,0.439,0.858,-4.645,0.166,0.187,0.0707,203.911
455,Hit the Back,0.578,0.784,-5.38,0.0905,0.106,0.126,113.452
456,If You Think It's Love,0.432,0.34,-7.977,0.0824,0.807,0.0864,135.172
457,The Game,0.723,0.768,-5.281,0.053,0.207,0.0806,75.023
458,Rush (feat. Témé Tan),0.974,0.642,-7.069,0.0458,0.184,0.0744,108.013
459,Fado,0.821,0.54,-7.001,0.0683,0.203,0.102,114.021
460,Daydreaming,0.697,0.771,-6.222,0.0634,0.535,0.163,83.986
461,Don't Let Me Go,0.412,0.371,-9.602,0.0266,0.443,0.0981,96.661
462,Kiss It Off Me,0.522,0.298,-12.471,0.0261,0.75,0.11,80.409
463,Heavenly,0.536,0.437,-9.193,0.0248,0.676,0.11,105.22
464,You're the Only Good Thing in My Life,0.459,0.287,-11.2,0.0288,0.786,0.131,130.396
465,Touch,0.485,0.502,-9.404,0.024,0.365,0.103,95.93
466,Hentai,0.45,0.227,-12.426,0.0282,0.713,0.108,126.53
467,Cry,0.408,0.397,-10.448,0.0274,0.755,0.112,142.803
468,Falling in Love,0.476,0.266,-11.645,0.0264,0.72,0.127,140.805
469,Pure,0.53,0.208,-13.477,0.0319,0.54,0.101,134.542
470,Blind Leading The Blind,0.554,0.81,-5.791,0.0672,0.124,0.233,104.181
471,Stupid Things - Single Version,0.613,0.578,-7.717,0.103,0.131,0.378,80.996
472,Cry Baby,0.406,0.416,-11.675,0.0608,0.848,0.125,160.087
473,Simply Surviving,0.432,0.851,-5.016,0.074,0.116,0.311,173.993
474,What If Tomorrow Never Comes?,0.766,0.669,-6.846,0.0365,0.029,0.0879,133.995
475,Call In The Morning,0.643,0.463,-13.709,0.0397,0.868,0.114,104.039
476,MAMACITA,0.786,0.733,-4.961,0.127,0.0257,0.143,101.046
477,Over It,0.63,0.437,-8.113,0.125,0.231,0.0885,131.996
478,Body,0.555,0.507,-6.099,0.167,0.25,0.283,137.875
479,Playing Games (with Bryson Tiller) - Extended Version,0.726,0.408,-6.606,0.0614,0.603,0.225,115.918
480,Drunk Dialing...LODT,0.556,0.437,-7.194,0.178,0.604,0.201,125.662
481,Come Thru (with Usher),0.679,0.728,-3.092,0.154,0.159,0.107,152.001
482,Potential,0.53,0.37,-7.416,0.041,0.572,0.0765,72.732
483,Fun Girl,0.452,0.359,-5.943,0.0341,0.732,0.168,98.695
484,Tonight,0.715,0.534,-6.536,0.0428,0.169,0.0931,105.97
485,Me,0.611,0.251,-8.286,0.0843,0.703,0.106,89.696
486,Like It (with 6LACK),0.707,0.608,-3.841,0.213,0.201,0.121,129.872
487,Just Might (with PARTYNEXTDOOR),0.69,0.377,-7.907,0.0793,0.672,0.106,104.924
488,Stretch You Out (feat. A Boogie wit da Hoodie),0.64,0.519,-6.757,0.188,0.25,0.0883,103.359
489,Off Of You,0.479,0.431,-4.675,0.0645,0.352,0.1,140.067
490,Anna Mae,0.582,0.491,-7.975,0.0452,0.136,0.176,88.938
491,I'll Kill You (feat. Jhené Aiko),0.679,0.443,-8.528,0.153,0.427,0.106,104.049
492,Nobody Else,0.599,0.431,-8.039,0.0413,0.416,0.104,83.684
493,Playing Games,0.759,0.413,-7.282,0.0494,0.7,0.14,115.893
494,Girls Need Love (with Drake) - Remix,0.669,0.432,-9.432,0.199,0.415,0.123,97.132
495,BEST ON EARTH (feat. BIA) - Bonus,0.568,0.764,-3.465,0.255,0.217,0.0931,179.985
496,DHL,0.819,0.458,-10.223,0.167,0.582,0.128,122.981
497,Fuck it I love you,0.532,0.452,-10.654,0.043,0.892,0.127,129.895
498,It Might Be Time,0.586,0.786,-3.768,0.0484,0.0212,0.642,115.959
499,Bezerk (feat. A$AP Ferg),0.684,0.687,-4.673,0.2,0.0164,0.253,184.026
500,Elephant,0.491,0.472,-7.137,0.029,0.684,0.123,130.049
501,10/10,0.487,0.909,-4.091,0.102,0.301,0.0803,187.783
502,Wild Roses,0.629,0.784,-6.377,0.0362,0.00904,0.233,116.021
503,Everything Sucks,0.643,0.719,-5.523,0.0476,0.0267,0.0285,99.003
504,The Game,0.723,0.768,-5.281,0.053,0.207,0.0806,75.023
505,Fado,0.821,0.54,-7.001,0.0683,0.203,0.102,114.021
506,Daydreaming,0.697,0.771,-6.222,0.0634,0.535,0.163,83.986
507,New House,0.402,0.378,-8.682,0.0436,0.807,0.242,73.262
508,Nights Like This (feat. Ty Dolla $ign),0.61,0.725,-5.131,0.15,0.367,0.154,146.163
509,Wiggle It (feat. City Girls),0.806,0.76,-4.69,0.0465,0.0114,0.126,101.965
510,Sunflower,0.384,0.765,-4.463,0.0579,0.646,0.522,129.903
511,Hallways,0.449,0.411,-11.118,0.0295,0.863,0.234,158.052
512,"10,000 Hours (with Justin Bieber)",0.654,0.63,-4.644,0.0259,0.153,0.111,89.991
513,Juicy,0.77,0.697,-2.644,0.0607,0.0817,0.0663,170.084
514,Nights Like This (feat. Ty Dolla $ign),0.61,0.725,-5.131,0.15,0.367,0.154,146.163
515,Go To Town,0.71,0.71,-2.474,0.0579,0.0716,0.206,169.944
516,Cookie Jar,0.722,0.864,-3.317,0.107,0.00324,0.164,148.025
517,Roll With Us,0.664,0.637,-5.593,0.0283,0.00434,0.199,121.975
518,Wine Pon You (feat. Konshens),0.797,0.444,-7.738,0.0411,0.304,0.107,95.035
519,Fancy,0.747,0.734,-5.781,0.0361,0.0726,0.131,110.978
520,Wild Beach,0.713,0.675,-6.519,0.0654,0.251,0.117,120.048
521,Morning Light,0.594,0.504,-8.182,0.0254,0.0339,0.196,139.932
522,Candy,0.689,0.516,-5.857,0.0444,0.513,0.168,124.876
523,Game,0.75,0.783,-5.612,0.0524,0.00158,0.143,120.016
524,Casual,0.653,0.632,-6.866,0.0993,0.0827,0.0669,128.02
525,Down Low,0.556,0.745,-6.409,0.169,0.00184,0.367,141.252
526,Body Language,0.717,0.468,-7.077,0.0525,0.277,0.112,96.47
527,All Nighter,0.797,0.556,-7.08,0.168,0.183,0.0795,130.07
528,Juicy,0.77,0.697,-2.644,0.0607,0.0817,0.0663,170.084
529,Tia Tamera (feat. Rico Nasty),0.822,0.654,-4.623,0.132,0.019,0.233,119.884
530,MOOO!,0.869,0.532,-7.186,0.23,0.517,0.103,89.004
531,I Like Me Better,0.752,0.505,-7.621,0.253,0.535,0.104,91.97
532,HIGHEST IN THE ROOM,0.598,0.427,-8.764,0.0317,0.0546,0.21,76.469
533,Living In Lightning,0.56,0.629,-4.133,0.0276,0.0388,0.1,138.027
534,Astronaut,0.304,0.548,-4.056,0.0384,0.131,0.107,135.968
535,Imagination,0.409,0.931,-3.868,0.067,0.0193,0.0427,120.023
536,Difficult Love,0.238,0.664,-3.953,0.035,0.005,0.13,75.999
537,Me And The Moonlight,0.277,0.347,-9.074,0.0328,0.801,0.137,132.628
538,Mountain Of Madness,0.361,0.611,-3.805,0.0376,0.201,0.153,114.047
539,Song Of Unrest,0.222,0.71,-4.266,0.0391,0.116,0.157,82.94
540,Strangers,0.338,0.935,-2.232,0.0562,0.0189,0.185,151.844
541,The War Years,0.408,0.548,-7.691,0.032,0.507,0.137,131.081
542,Young Lovers,0.339,0.725,-2.637,0.0351,0.037,0.324,167.677
543,Lay Me Down,0.445,0.325,-9.054,0.0313,0.825,0.102,120.64
544,Lights Up,0.585,0.62,-8.09,0.0327,0.0426,0.15,101.939
545,Sacrifices (with EARTHGANG & J. Cole feat. Smino & Saba),0.825,0.672,-7.108,0.418,0.0858,0.123,147.01
546,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude,0.8,0.826,-3.198,0.107,0.0706,0.181,148.021
547,RICKY,0.776,0.562,-6.901,0.363,0.0399,0.138,169.03
548,Big Titties (feat. Baauer and EarthGang),0.838,0.67,-6.854,0.31,0.0151,0.0892,170.037
549,I BEEN BORN AGAIN,0.73,0.634,-5.116,0.297,0.324,0.0712,79.554
550,Softly,0.759,0.436,-11.233,0.0419,0.33,0.102,94.03
551,Money In The Grave (Drake ft. Rick Ross),0.831,0.502,-4.045,0.046,0.101,0.122,100.541
552,We Good,0.629,0.436,-9.136,0.0367,0.381,0.127,75.487
553,Smack A Bitch,0.703,0.7,-2.417,0.221,0.0055,0.115,169.861
554,Girls Love Beyoncé (feat. James Fauntleroy),0.619,0.489,-11.25,0.46,0.782,0.106,126.046
555,ICY GRL (feat. Kehlani) - Bae Mix,0.876,0.609,-7.234,0.223,0.0155,0.0712,103.214
556,Best You Ever Had,0.726,0.786,-3.354,0.343,0.0231,0.287,180.903
557,W.A.B,0.695,0.923,-2.085,0.345,0.07,0.1,163.957
558,Ready Set (feat. Big Sean),0.849,0.62,-5.921,0.0589,0.00252,0.113,96.005
559,Perfect (feat. City Girls),0.967,0.668,-4.388,0.218,0.0932,0.0937,124.006
560,Hot Girl,0.761,0.637,-5.432,0.313,0.000278,0.251,185.904
561,Cold,0.675,0.906,-4.687,0.732,0.231,0.101,76.34
562,Cheat Code (feat. Baauer),0.873,0.91,-3.628,0.362,0.239,0.362,135.984
563,Hatin,0.872,0.878,-4.511,0.249,0.0499,0.0705,163.98
564,Nasty World (Skit),0.557,0.762,-9.573,0.132,0.721,0.476,82.209
565,Relative,0.736,0.77,-6.101,0.443,0.101,0.398,178.222
566,Mood (feat. Splurge),0.914,0.58,-5.415,0.463,0.0218,0.0955,140.168
567,Sell Out,0.626,0.567,-7.403,0.452,0.0566,0.251,78.299
568,Again,0.636,0.578,-6.65,0.645,0.358,0.117,76.317
569,BROWN SKIN GIRL,0.603,0.602,-7.083,0.23,0.049,0.279,119.703
570,Countin' Up,0.891,0.851,-4.804,0.203,0.0207,0.0224,95.987
571,Lame Niggaz,0.901,0.586,-8.072,0.337,0.0332,0.116,83.503
572,Hope You’re Happy,0.624,0.563,-6.725,0.171,0.168,0.108,79.806
573,Alewife,0.433,0.329,-13.288,0.0343,0.932,0.1,102.971
574,Impossible,0.432,0.615,-11.79,0.0494,0.255,0.128,99.574
575,Closer To You,0.76,0.376,-9.397,0.0426,0.164,0.107,76.996
576,North,0.352,0.632,-6.261,0.0473,0.244,0.153,96.929
577,Bags,0.742,0.546,-7.694,0.0315,0.172,0.115,104.996
578,Sofia,0.744,0.619,-9.805,0.039,0.598,0.231,112.997
579,White Flag,0.375,0.473,-10.053,0.0533,0.644,0.119,100.25
580,Feel Something,0.474,0.439,-10.107,0.0541,0.447,0.113,114.856
581,Sinking,0.79,0.338,-8.899,0.0292,0.586,0.0899,99.339
582,I Wouldn't Ask You,0.363,0.376,-10.95,0.0515,0.706,0.0841,133.76
583,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),0.872,0.814,-4.568,0.155,0.00485,0.214,98.985
584,Beautiful People (feat. Khalid),0.64,0.647,-8.114,0.186,0.124,0.0801,92.979
585,South of the Border (feat. Camila Cabello & Cardi B),0.857,0.621,-6.376,0.0825,0.148,0.0865,97.989
586,Cross Me (feat. Chance the Rapper & PnB Rock),0.746,0.787,-6.373,0.12,0.212,0.0669,95.005
587,Take Me Back to London (feat. Stormzy),0.885,0.762,-5.513,0.216,0.219,0.162,138.058
588,Best Part of Me (feat. YEBBA),0.565,0.243,-8.367,0.0317,0.758,0.285,81.655
589,I Don't Care (with Justin Bieber),0.798,0.676,-5.041,0.0442,0.0902,0.0894,101.956
590,Antisocial (with Travis Scott),0.716,0.823,-5.313,0.0495,0.132,0.361,151.957
591,Remember The Name (feat. Eminem & 50 Cent),0.852,0.666,-6.923,0.184,0.135,0.798,91.046
592,Feels (feat. Young Thug & J Hus),0.665,0.68,-4.898,0.291,0.112,0.096,91.667
593,Put It All on Me (feat. Ella Mai),0.627,0.594,-8.306,0.0479,0.256,0.373,101.007
594,Nothing On You (feat. Paulo Londra & Dave),0.747,0.649,-6.218,0.218,0.333,0.172,88.011
595,I Don't Want Your Money (feat. H.E.R.),0.468,0.63,-6.536,0.0843,0.31,0.137,91.419
596,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),0.778,0.589,-5.548,0.269,0.467,0.0902,98.001
597,Way To Break My Heart (feat. Skrillex),0.726,0.731,-6.298,0.159,0.11,0.0928,170.125
598,BLOW (with Chris Stapleton & Bruno Mars),0.631,0.796,-5.35,0.0401,0.000245,0.38,92.47
599,Swervin (feat. 6ix9ine),0.581,0.662,-5.239,0.303,0.0153,0.111,93.023
600,4EVER,0.75,0.585,-7.576,0.0285,0.049,0.155,102.331
601,Motivation,0.599,0.887,-3.967,0.0984,0.0192,0.3,170.918
602,What Heaven's Left,0.372,0.55,-8.157,0.034,0.026,0.216,177.725
603,Midnight Sun,0.457,0.41,-12.036,0.0353,0.552,0.0834,152.606
604,Father Mountain,0.411,0.533,-9.009,0.0297,0.524,0.115,154.025
605,Outside El Paso,0.268,0.235,-21.374,0.0541,0.47,0.111,107.514
606,Follow the Water,0.654,0.436,-11.284,0.0288,0.648,0.0939,113.818
607,The Bitter Suite (Pájaro / Evil Eye / Tennessee Train),0.336,0.517,-10.067,0.0384,0.355,0.0815,81.456
608,Years to Burn,0.53,0.172,-17.007,0.0284,0.52,0.0822,106.744
609,In Your Own Time,0.561,0.647,-9.893,0.0315,0.486,0.14,119.611
610,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",0.818,0.514,-5.451,0.364,0.0302,0.0372,149.732
611,"Hey, Ma",0.326,0.285,-10.972,0.0339,0.872,0.0968,143.702
612,Astronaut,0.304,0.548,-4.056,0.0384,0.131,0.107,135.968
613,Rich,0.935,0.749,-6.892,0.273,0.046,0.108,99.965
614,Superpowers (with GoldLink),0.823,0.372,-9.817,0.116,0.473,0.1,85.055
615,Str8 Outta Mumbai,0.716,0.74,-4.437,0.262,0.0625,0.156,114.916
616,Walk Man,0.931,0.699,-4.991,0.0781,0.354,0.121,94.987
617,Cheap Queen,0.64,0.485,-7.358,0.199,0.746,0.115,87.002
618,Rollercoaster,0.697,0.58,-7.986,0.0451,0.0583,0.393,123.977
619,Price On My Head (feat. The Weeknd),0.772,0.578,-6.15,0.132,0.35,0.311,74.982
620,Broken Parts,0.497,0.68,-9.222,0.0433,0.13,0.375,172.067
621,Movement - Maya Jane Coles Remix,0.833,0.56,-8.161,0.0375,0.314,0.0947,126.005
622,Style,0.59,0.906,-2.892,0.0618,0.00633,0.386,111.997
623,Dancing With A Stranger (With Normani) - Cheat Codes Remix,0.746,0.557,-6.722,0.0542,0.103,0.138,111.961
624,Somebody to Love - Acoustic Version,0.819,0.271,-8.655,0.0637,0.864,0.125,108.837
625,Tell Me You Started to Pray,0.645,0.756,-7.532,0.0358,0.326,0.261,120.936
626,Missed Connection,0.669,0.789,-5.134,0.0518,0.0116,0.387,87.57
627,"February 13, 2019: Opportunity - Mission Complete",0.212,0.323,-14.421,0.0337,0.938,0.115,116.405
628,Sunday,0.236,0.84,-3.454,0.0572,0.00238,0.303,129.19
629,Reflektor,0.525,0.618,-8.209,0.0304,0.0103,0.0771,110.012
630,Unemployed,0.877,0.371,-6.751,0.778,0.0318,0.105,153.997
631,My Bad,0.645,0.568,-9.127,0.0823,0.543,0.257,84.999
632,Survivors - Acoustic,0.535,0.281,-9.852,0.0291,0.75,0.109,149.052
633,i'm so tired... - MNEK remix,0.635,0.87,-9.198,0.0476,0.16,0.165,108.989
634,Father Mountain,0.413,0.537,-8.994,0.0292,0.55,0.115,153.797
635,Wind & Anchor,0.44,0.324,-9.468,0.0307,0.777,0.0621,79.382
636,Only Child,0.826,0.365,-7.024,0.0412,0.849,0.186,85.244
637,San Luis,0.567,0.434,-12.755,0.0349,0.86,0.115,82.459
638,Superposition,0.654,0.601,-9.006,0.0343,0.147,0.0931,169.955
639,House Of Glass,0.526,0.926,-2.537,0.139,0.00239,0.072,146.895
640,Patience,0.546,0.859,-5.966,0.0306,0.00223,0.0529,99.965
641,Countdown,0.404,0.752,-7.028,0.0365,0.309,0.472,157.072
642,Canyons Sunrise Reprise,0.612,0.469,-9.541,0.0283,0.0974,0.0726,102.475
643,Sleep Apnea,0.552,0.686,-10.63,0.0268,0.139,0.138,79.983
644,Waves of Confidence,0.86,0.29,-11.947,0.0563,0.859,0.0614,118.851
645,Talk,0.9,0.4,-8.443,0.124,0.0501,0.0876,136.001
646,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",0.745,0.346,-7.709,0.331,0.00552,0.0881,203.911
647,Tempo (feat. Missy Elliott),0.833,0.722,-5.563,0.136,0.0573,0.358,107.019
648,Freaky,0.966,0.563,-5.764,0.0618,0.00202,0.105,104.991
649,Love Is Blind,0.571,0.477,-12.319,0.0392,0.6,0.111,77.954
650,!!!!!!!,0.0,0.278,-21.63,0.0,0.768,0.669,0.0
651,bad guy,0.701,0.425,-10.965,0.375,0.328,0.1,135.128
652,xanny,0.521,0.125,-17.832,0.239,0.751,0.265,111.554
653,you should see me in a crown,0.678,0.533,-10.485,0.186,0.462,0.139,150.455
654,all the good girls go to hell,0.726,0.444,-8.922,0.372,0.283,0.177,185.044
655,wish you were gay,0.853,0.351,-10.198,0.241,0.39,0.752,118.028
656,when the party's over,0.367,0.111,-14.084,0.0972,0.978,0.0897,82.642
657,8,0.735,0.235,-13.239,0.315,0.698,0.107,62.446
