,name,danceability,energy,loudness,speechiness,acousticness,liveness,tempo
333,Moonlight,0.921,0.537,-5.723,0.0804,0.556,0.102,128.009
334,SAD!,0.74,0.613,-4.88,0.145,0.258,0.123,75.023
335,the remedy for a broken heart (why am I so in love),0.699,0.304,-11.192,0.0993,0.779,0.137,119.705
336,Floor 555,0.695,0.686,-8.147,0.0478,0.000424,0.365,105.219
337,NUMB,0.414,0.416,-8.024,0.0251,0.1,0.131,159.91
338,infinity (888) - feat. Joey Bada$$,0.562,0.579,-6.788,0.484,0.274,0.102,84.143
339,going down!,0.873,0.663,-4.086,0.15,0.0216,0.0867,135.499
340,Pain = BESTFRIEND - feat. Travis Barker,0.671,0.628,-5.117,0.0273,0.536,0.12,135.005
341,$$$ - with Matt Ox,0.774,0.507,-6.952,0.065,0.0636,0.138,140.067
342,love yourself (interlude),0.746,0.338,-13.472,0.109,0.674,0.529,120.053
343,SMASH! - feat. PnB Rock,0.819,0.513,-9.005,0.433,0.153,0.138,140.032
344,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii",0.767,0.561,-7.418,0.0509,0.118,0.0737,90.021
345,changes,0.669,0.308,-10.068,0.029,0.883,0.0984,64.934
346,Hope,0.592,0.457,-6.081,0.0603,0.661,0.146,146.04
347,schizophrenia,0.606,0.349,-10.032,0.198,0.0762,0.1,180.055
348,before I close my eyes,0.356,0.143,-15.148,0.0388,0.976,0.111,75.522
349,I Don't,0.595,0.485,-10.071,0.0379,0.42,0.131,102.977
350,Red,0.656,0.364,-11.999,0.211,0.36,0.273,92.026
351,Two Weeks,0.48,0.717,-6.663,0.23,0.0625,0.0814,109.756
352,Selfish - Shlohmo Remix,0.565,0.639,-6.691,0.049,0.148,0.105,101.841
353,Save That Shit,0.534,0.583,-8.672,0.0288,0.0262,0.421,105.997
354,About You,0.374,0.082,-11.402,0.0412,0.612,0.111,91.428
355,Fields,0.524,0.742,-11.845,0.0585,0.000244,0.16,75.0
356,Breeze,0.432,0.419,-9.831,0.0462,0.0118,0.109,125.987
357,Places,0.36,0.471,-8.408,0.127,0.362,0.395,86.248
358,This Is What It Feels Like,0.485,0.474,-8.873,0.0356,0.195,0.176,141.952
359,Waiting Game,0.334,0.397,-10.313,0.0328,0.658,0.136,129.127
360,Better,0.264,0.318,-7.562,0.0322,0.0242,0.178,137.083
361,L$D,0.598,0.252,-15.086,0.0644,0.194,0.0992,120.064
362,Antidote,0.716,0.647,-4.008,0.0345,0.119,0.121,131.04
363,High For This,0.465,0.403,-8.895,0.0755,0.744,0.0777,74.95
364,Wicked Games,0.658,0.591,-5.197,0.0309,0.00959,0.325,114.078
365,Rolling Stone,0.693,0.323,-11.97,0.0306,0.405,0.149,129.964
366,Live For,0.626,0.68,-7.64,0.112,0.517,0.114,75.978
367,Lose It (feat. Vic Mensa),0.605,0.853,-2.765,0.321,0.0876,0.214,130.027
368,Wall Fuck,0.539,0.679,-6.871,0.0921,0.199,0.356,99.881
369,Smoke & Retribution (feat. Vince Staples & Kučka),0.747,0.553,-7.121,0.372,0.192,0.0987,120.853
370,Never Be Like You (feat. Kai),0.444,0.557,-5.476,0.0602,0.453,0.152,115.058
371,Some Minds (feat. Andrew Wyatt),0.263,0.555,-6.884,0.0446,0.316,0.128,79.783
372,Numb & Getting Colder (feat. Kučka),0.601,0.649,-4.931,0.0825,0.326,0.0947,116.052
373,Drop the Game,0.559,0.67,-4.985,0.0474,0.592,0.171,78.957
374,Gold,0.616,0.505,-9.307,0.058,0.381,0.161,139.956
375,1998,0.764,0.463,-12.178,0.0956,0.125,0.143,100.01
376,Talk Is Cheap,0.652,0.583,-8.52,0.173,0.465,0.146,140.024
377,All The Time,0.677,0.439,-9.282,0.326,0.556,0.228,109.997
378,Helix,0.415,0.733,-8.585,0.426,0.383,0.0659,81.199
379,Marijuana,0.673,0.403,-9.809,0.0273,0.829,0.272,140.986
380,Pursuit Of Happiness (Nightmare),0.63,0.605,-8.951,0.0414,0.484,0.298,115.277
381,Mr. Rager,0.671,0.726,-8.689,0.0272,0.389,0.14,102.002
382,Just What I Am,0.654,0.95,-3.163,0.137,0.00223,0.406,140.009
383,Erase Me - Main,0.687,0.631,-5.612,0.129,0.063,0.108,186.071
384,Mojo So Dope,0.614,0.785,-8.224,0.0673,0.547,0.348,180.036
385,Soundtrack 2 My Life,0.464,0.754,-6.653,0.128,0.465,0.37,86.501
386,Man On The Moon,0.649,0.659,-8.924,0.066,0.638,0.359,90.991
387,Pound Cake / Paris Morton Music 2,0.521,0.762,-6.75,0.534,0.139,0.114,164.289
388,santa monica & la brea,0.492,0.61,-7.307,0.0413,0.0333,0.0702,143.129
389,In Between (feat. BANKS) - Bonus,0.545,0.573,-6.007,0.246,0.619,0.104,118.07
390,Gettin' Old,0.743,0.4,-12.369,0.0625,0.4,0.111,80.01
391,Free,0.755,0.535,-5.088,0.0476,0.00292,0.104,123.961
392,Alone / EA6,0.448,0.66,-7.642,0.276,0.709,0.351,124.767
393,Get It Right,0.456,0.833,-4.242,0.0964,0.108,0.0592,159.808
394,Lovelier Than You,0.552,0.535,-4.713,0.0376,0.0834,0.143,77.007
395,Run Up,0.803,0.743,-3.602,0.0681,0.105,0.099,108.005
396,One Last Chance,0.716,0.535,-8.727,0.0392,0.0958,0.128,126.056
397,Not Over You,0.63,0.894,-4.592,0.0544,0.255,0.181,142.051
398,You Spin Me Round (Like a Record) [Re-Recorded],0.68,0.749,-10.367,0.0582,8.16e-05,0.129,128.376
399,Dangerous (feat. Sam Martin),0.466,0.747,-4.838,0.0795,0.417,0.107,92.161
400,NYCE 2 Know Ya,0.446,0.781,-3.435,0.141,0.177,0.782,188.152
401,Slow Hands,0.735,0.423,-6.652,0.0459,0.011,0.0553,85.899
402,Your Body Is a Wonderland,0.647,0.729,-6.251,0.0236,0.0206,0.134,94.01
403,You Get What You Give,0.621,0.901,-5.396,0.0302,0.17,0.0875,113.967
404,Stressed Out,0.734,0.637,-5.677,0.141,0.0462,0.0602,169.977
405,Focused On You (feat. 2 Chainz),0.566,0.677,-6.866,0.186,0.00652,0.146,94.542
406,Make Me Like You,0.741,0.714,-4.739,0.0476,0.0403,0.127,118.036
407,Intro,0.583,0.8,-8.505,0.0349,0.444,0.201,144.024
408,Interlude 1,0.613,0.128,-13.851,0.464,0.872,0.1,179.205
409,Tessellate,0.702,0.607,-6.509,0.0405,0.364,0.123,116.961
410,Breezeblocks,0.616,0.656,-7.298,0.0344,0.096,0.205,150.071
411,Interlude 2,0.484,0.0881,-27.743,0.0412,0.961,0.373,116.116
412,Something Good,0.682,0.581,-10.339,0.0295,0.714,0.0802,108.981
413,Dissolve Me,0.575,0.603,-8.2,0.0376,0.101,0.0858,107.947
414,Matilda,0.576,0.653,-9.132,0.03,0.779,0.113,147.867
415,Ms,0.611,0.413,-11.408,0.0352,0.876,0.0799,130.972
416,Fitzpleasure,0.582,0.604,-6.962,0.0493,0.134,0.102,143.952
417,Interlude 3,0.333,0.0131,-32.719,0.0413,0.994,0.264,77.512
418,Bloodflood,0.685,0.535,-8.908,0.0363,0.831,0.0896,130.023
419,Taro,0.356,0.48,-10.633,0.0347,0.778,0.0784,171.79
420,Hand-Made,0.363,0.114,-13.082,0.0359,0.965,0.113,115.031
